epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.025132589042186737,,,,
0,67,,,,0.9939470291137695,0.030565612018108368,0.030565612018108368
0,67,0.9908414483070374,,0.04303240403532982,,,
1,99,,0.0206451453268528,,,,
1,135,,,,0.9939470291137695,0.029549332335591316,0.029549332335591316
1,135,0.9943733811378479,,0.029042385518550873,,,
2,149,,0.02180081233382225,,,,
2,199,,0.03306611627340317,,,,
2,203,,,,0.9939470291137695,0.028746867552399635,0.028746867552399635
2,203,0.9943769574165344,,0.028103234246373177,,,
3,249,,0.022595368325710297,,,,
3,271,,,,0.9939470291137695,0.029271014034748077,0.029271014034748077
3,271,0.9943805932998657,,0.027494391426444054,,,
4,299,,0.025837000459432602,,,,
4,339,,,,0.9939470291137695,0.029178321361541748,0.029178321361541748
4,339,0.9943841695785522,,0.02732597105205059,,,
