epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.03649338334798813,,,,
0,99,,0.03010292910039425,,,,
0,135,,,,0.9938967227935791,0.028850926086306572,0.028850926086306572
0,135,0.9871370792388916,,0.046666745096445084,,,
1,149,,0.02141762152314186,,,,
1,199,,0.02673141099512577,,,,
1,249,,0.02735351212322712,,,,
1,271,,,,0.9939470291137695,0.02875126712024212,0.02875126712024212
1,271,0.9943769574165344,,0.02683892287313938,,,
2,299,,0.019063936546444893,,,,
2,349,,0.01144866831600666,,,,
2,399,,0.015707142651081085,,,,
2,407,,,,0.9938799738883972,0.028230754658579826,0.028230754658579826
2,407,0.9943913221359253,,0.02641749382019043,,,
3,449,,0.02990303747355938,,,,
3,499,,0.022535178810358047,,,,
3,543,,,,0.9937458038330078,0.029185764491558075,0.029185764491558075
3,543,0.9943698048591614,,0.02612609602510929,,,
