epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.04330400750041008,,,,
0,99,,0.0353638231754303,,,,
0,135,,,,0.9939470291137695,0.029900480061769485,0.029900480061769485
0,135,0.9867167472839355,,0.05730167776346207,,,
1,149,,0.02683113142848015,,,,
1,199,,0.03311806172132492,,,,
1,249,,0.026822863146662712,,,,
1,271,,,,0.9939470291137695,0.029879262670874596,0.029879262670874596
1,271,0.9943518042564392,,0.029470928013324738,,,
2,299,,0.021256614476442337,,,,
2,349,,0.013234011828899384,,,,
2,399,,0.016582082957029343,,,,
2,407,,,,0.9939470291137695,0.028701985254883766,0.028701985254883766
2,407,0.9943769574165344,,0.028525713831186295,,,
3,449,,0.030594773590564728,,,,
3,499,,0.02364346571266651,,,,
3,543,,,,0.9939470291137695,0.02875911444425583,0.02875911444425583
3,543,0.9943805932998657,,0.027699284255504608,,,
4,549,,0.02094532549381256,,,,
4,599,,0.03151719272136688,,,,
4,649,,0.02319394424557686,,,,
4,679,,,,0.9939470291137695,0.028631582856178284,0.028631582856178284
4,679,0.9943769574165344,,0.027575982734560966,,,
5,699,,0.01966647058725357,,,,
5,749,,0.020978622138500214,,,,
5,799,,0.020967330783605576,,,,
5,815,,,,0.9939470291137695,0.02834380231797695,0.02834380231797695
5,815,0.9943733811378479,,0.027372505515813828,,,
