epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.09467188268899918,,,,
0,99,,0.07052786648273468,,,,
0,135,,,,0.9853118658065796,0.06410955637693405,0.06410955637693405
0,135,0.9693194627761841,,0.11776641756296158,,,
1,149,,0.08219528943300247,,,,
1,199,,0.06823214888572693,,,,
1,249,,0.06613495945930481,,,,
1,271,,,,0.9853118658065796,0.06266313046216965,0.06266313046216965
1,271,0.9844531416893005,,0.07095914334058762,,,
2,299,,0.06576646864414215,,,,
2,349,,0.05356237292289734,,,,
2,399,,0.05636616051197052,,,,
2,407,,,,0.9853118658065796,0.06206365302205086,0.06206365302205086
2,407,0.9845213890075684,,0.06878530979156494,,,
3,449,,0.05859239771962166,,,,
3,499,,0.057228222489356995,,,,
3,543,,,,0.9853118658065796,0.061560604721307755,0.061560604721307755
3,543,0.9845393896102905,,0.0674317479133606,,,
4,549,,0.05839618295431137,,,,
4,599,,0.049584127962589264,,,,
4,649,,0.05290806293487549,,,,
4,679,,,,0.9853118658065796,0.06088059023022652,0.06088059023022652
4,679,0.9845645427703857,,0.06680306047201157,,,
5,699,,0.05475884675979614,,,,
5,749,,0.06433743238449097,,,,
5,799,,0.05245169997215271,,,,
5,815,,,,0.9853118658065796,0.06069110706448555,0.06069110706448555
5,815,0.9845537543296814,,0.06601329147815704,,,
6,849,,0.060002442449331284,,,,
6,899,,0.08086513727903366,,,,
6,949,,0.07056388258934021,,,,
6,951,,,,0.9853118658065796,0.060659948736429214,0.060659948736429214
6,951,0.9845609664916992,,0.06561582535505295,,,
