epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.555174708366394,,,,
0,99,,0.505530834197998,,,,
0,149,,0.5282819271087646,,,,
0,199,,0.509681224822998,,,,
0,249,,0.4965069890022278,,,,
0,271,,,,0.7445003390312195,0.5022901296615601,0.5022901296615601
0,271,0.7295523285865784,,0.5404987931251526,,,
1,299,,0.5155432224273682,,,,
1,349,,0.519196093082428,,,,
1,399,,0.4958227872848511,,,,
1,449,,0.507402777671814,,,,
1,499,,0.5031353235244751,,,,
1,543,,,,0.7486754059791565,0.4998074471950531,0.4998074471950531
1,543,0.7465327978134155,,0.5027633309364319,,,
2,549,,0.5256658792495728,,,,
2,599,,0.49892669916152954,,,,
2,649,,0.5074493885040283,,,,
2,699,,0.490707665681839,,,,
2,749,,0.5132148861885071,,,,
2,799,,0.5221260786056519,,,,
2,815,,,,0.7498826384544373,0.4984866678714752,0.4984866678714752
2,815,0.748914897441864,,0.49931445717811584,,,
3,849,,0.5077388882637024,,,,
3,899,,0.5232913494110107,,,,
3,949,,0.5210907459259033,,,,
3,999,,0.49351581931114197,,,,
3,1049,,0.49295464158058167,,,,
3,1087,,,,0.7500503063201904,0.4970666766166687,0.4970666766166687
3,1087,0.7498598694801331,,0.49697694182395935,,,
4,1099,,0.4823518693447113,,,,
4,1149,,0.5048137307167053,,,,
4,1199,,0.49381402134895325,,,,
4,1249,,0.4956817626953125,,,,
4,1299,,0.49286991357803345,,,,
4,1349,,0.5178981423377991,,,,
4,1359,,,,0.7492622137069702,0.49747222661972046,0.49747222661972046
4,1359,0.7506970167160034,,0.49601510167121887,,,
5,1399,,0.49876904487609863,,,,
5,1449,,0.4804297685623169,,,,
5,1499,,0.5191692113876343,,,,
5,1549,,0.5128232836723328,,,,
5,1599,,0.5301991701126099,,,,
5,1631,,,,0.7495976090431213,0.4970806837081909,0.4970806837081909
5,1631,0.751677930355072,,0.4942728281021118,,,
6,1649,,0.4831697940826416,,,,
6,1699,,0.5031077861785889,,,,
6,1749,,0.47224247455596924,,,,
6,1799,,0.5037850141525269,,,,
6,1849,,0.5177661180496216,,,,
6,1899,,0.4927142858505249,,,,
6,1903,,,,0.7490107417106628,0.4981914460659027,0.4981914460659027
6,1903,0.7520336508750916,,0.49360954761505127,,,
