epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.5119203329086304,,,,
0,99,,0.4856920540332794,,,,
0,149,,0.49234336614608765,,,,
0,199,,0.5038214921951294,,,,
0,249,,0.48740920424461365,,,,
0,271,,,,0.7476525902748108,0.4992644786834717,0.4992644786834717
0,271,0.7383192181587219,,0.5161837935447693,,,
1,299,,0.5101410150527954,,,,
1,349,,0.5110880136489868,,,,
1,399,,0.4909200072288513,,,,
1,449,,0.506093442440033,,,,
1,499,,0.5118429064750671,,,,
1,543,,,,0.7487927675247192,0.4968744218349457,0.4968744218349457
1,543,0.7487784028053284,,0.4972556233406067,,,
2,549,,0.5060266852378845,,,,
2,599,,0.5103270411491394,,,,
2,649,,0.48325878381729126,,,,
2,699,,0.5155187845230103,,,,
2,749,,0.4873567819595337,,,,
2,799,,0.4776167869567871,,,,
2,815,,,,0.748004674911499,0.49757280945777893,0.49757280945777893
2,815,0.7498778104782104,,0.49482592940330505,,,
3,849,,0.5111584663391113,,,,
3,899,,0.48534512519836426,,,,
3,949,,0.5146576166152954,,,,
3,999,,0.47245174646377563,,,,
3,1049,,0.4808753728866577,,,,
3,1087,,,,0.7490107417106628,0.495685338973999,0.495685338973999
3,1087,0.7521162629127502,,0.49250221252441406,,,
4,1099,,0.4592626690864563,,,,
4,1149,,0.4903198480606079,,,,
4,1199,,0.5270099639892578,,,,
4,1249,,0.48058053851127625,,,,
4,1299,,0.4832311272621155,,,,
4,1349,,0.4868796169757843,,,,
4,1359,,,,0.7485077381134033,0.49750787019729614,0.49750787019729614
4,1359,0.7527198791503906,,0.49159398674964905,,,
5,1399,,0.47973525524139404,,,,
5,1449,,0.48329806327819824,,,,
5,1499,,0.5050761699676514,,,,
5,1549,,0.466600239276886,,,,
5,1599,,0.4881725609302521,,,,
5,1631,,,,0.7510731220245361,0.49472492933273315,0.49472492933273315
5,1631,0.7530325055122375,,0.4904946982860565,,,
6,1649,,0.4972350001335144,,,,
6,1699,,0.4886535704135895,,,,
6,1749,,0.4846794605255127,,,,
6,1799,,0.46100208163261414,,,,
6,1849,,0.5143965482711792,,,,
6,1899,,0.49019062519073486,,,,
6,1903,,,,0.7514755129814148,0.4947300851345062,0.4947300851345062
6,1903,0.7539810538291931,,0.48976975679397583,,,
