epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.03554868698120117,,,,
0,99,,0.029935797676444054,,,,
0,135,,,,0.9939302206039429,0.02881621941924095,0.02881621941924095
0,135,0.9872341156005859,,0.04562423378229141,,,
1,149,,0.02074061706662178,,,,
1,199,,0.02674921229481697,,,,
1,249,,0.027960635721683502,,,,
1,271,,,,0.9939470291137695,0.028825508430600166,0.028825508430600166
1,271,0.9943733811378479,,0.026848867535591125,,,
2,299,,0.019932076334953308,,,,
2,349,,0.010550172999501228,,,,
2,399,,0.01555886585265398,,,,
2,407,,,,0.9939470291137695,0.028316250070929527,0.028316250070929527
2,407,0.9943877458572388,,0.02641545981168747,,,
3,449,,0.029754016548395157,,,,
3,499,,0.02196439541876316,,,,
3,543,,,,0.9938967227935791,0.028750291094183922,0.028750291094183922
3,543,0.9943805932998657,,0.026154423132538795,,,
