epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.06820988655090332,,,,
0,99,,0.06480157375335693,,,,
0,135,,,,0.9853118658065796,0.061193060129880905,0.061193060129880905
0,135,0.9809356331825256,,0.07971157878637314,,,
1,149,,0.050135575234889984,,,,
1,199,,0.07047699391841888,,,,
1,249,,0.06162514537572861,,,,
1,271,,,,0.9853118658065796,0.06088783219456673,0.06088783219456673
1,271,0.9845645427703857,,0.06743686646223068,,,
2,299,,0.06466779857873917,,,,
2,349,,0.07269115000963211,,,,
2,399,,0.05194055289030075,,,,
2,407,,,,0.9853118658065796,0.060877274721860886,0.060877274721860886
2,407,0.9845645427703857,,0.06662043184041977,,,
3,449,,0.08020837604999542,,,,
3,499,,0.07645866274833679,,,,
3,543,,,,0.9853118658065796,0.061432287096977234,0.061432287096977234
3,543,0.9845645427703857,,0.06630859524011612,,,
