epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.07385139167308807,,,,
0,67,,,,0.9853118658065796,0.0647471621632576,0.0647471621632576
0,67,0.9651049375534058,,0.129302978515625,,,
1,99,,0.06701497733592987,,,,
1,135,,,,0.9853118658065796,0.06161203980445862,0.06161203980445862
1,135,0.9845609664916992,,0.07052794843912125,,,
2,149,,0.07013537734746933,,,,
2,199,,0.07134239375591278,,,,
2,203,,,,0.9853118658065796,0.06041589751839638,0.06041589751839638
2,203,0.9845645427703857,,0.06754575669765472,,,
3,249,,0.06522408127784729,,,,
3,271,,,,0.9853118658065796,0.06106886640191078,0.06106886640191078
3,271,0.9845645427703857,,0.06623896211385727,,,
4,299,,0.05432839319109917,,,,
4,339,,,,0.9853118658065796,0.06082935258746147,0.06082935258746147
4,339,0.9845645427703857,,0.06573840230703354,,,
5,349,,0.07006208598613739,,,,
5,399,,0.05260823667049408,,,,
5,407,,,,0.9853118658065796,0.059892844408750534,0.059892844408750534
5,407,0.9845681190490723,,0.06505708396434784,,,
