epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.5876538753509521,,,,
0,99,,0.5568767786026001,,,,
0,149,,0.5495330095291138,,,,
0,199,,0.5370187759399414,,,,
0,249,,0.5344873070716858,,,,
0,271,,,,0.7368209362030029,0.5177030563354492,0.5177030563354492
0,271,0.7086411118507385,,0.5635802745819092,,,
1,299,,0.4870840013027191,,,,
1,349,,0.5394600629806519,,,,
1,399,,0.5079421997070312,,,,
1,449,,0.49578437209129333,,,,
1,499,,0.5174161195755005,,,,
1,543,,,,0.7432260513305664,0.506356954574585,0.506356954574585
1,543,0.7360125184059143,,0.5190703868865967,,,
2,549,,0.5137909650802612,,,,
2,599,,0.5353683829307556,,,,
2,649,,0.5107033848762512,,,,
2,699,,0.4911988377571106,,,,
2,749,,0.4994877278804779,,,,
2,799,,0.4848911166191101,,,,
2,815,,,,0.7465459704399109,0.5011218190193176,0.5011218190193176
2,815,0.7427278161048889,,0.5072066783905029,,,
3,849,,0.4970570504665375,,,,
3,899,,0.5026695728302002,,,,
3,949,,0.5047858953475952,,,,
3,999,,0.5110129117965698,,,,
3,1049,,0.485216349363327,,,,
3,1087,,,,0.7484574317932129,0.4985562264919281,0.4985562264919281
3,1087,0.7466728687286377,,0.5014703869819641,,,
4,1099,,0.48078063130378723,,,,
4,1149,,0.4887709617614746,,,,
4,1199,,0.5199437141418457,,,,
4,1249,,0.5250838398933411,,,,
4,1299,,0.4992929995059967,,,,
4,1349,,0.4813847541809082,,,,
4,1359,,,,0.7486585974693298,0.49763545393943787,0.49763545393943787
4,1359,0.7482322454452515,,0.4985194504261017,,,
5,1399,,0.5147033333778381,,,,
5,1449,,0.5075751543045044,,,,
5,1499,,0.49249568581581116,,,,
5,1549,,0.4755079448223114,,,,
5,1599,,0.5012143850326538,,,,
5,1631,,,,0.748910129070282,0.4970056414604187,0.4970056414604187
5,1631,0.7497700452804565,,0.4968070685863495,,,
6,1649,,0.466635137796402,,,,
6,1699,,0.5082725882530212,,,,
6,1749,,0.47628116607666016,,,,
6,1799,,0.5002953410148621,,,,
6,1849,,0.47471144795417786,,,,
6,1899,,0.5015311241149902,,,,
6,1903,,,,0.7502850294113159,0.49621763825416565,0.49621763825416565
6,1903,0.7505137920379639,,0.49550050497055054,,,
7,1949,,0.5032968521118164,,,,
7,1999,,0.5108214616775513,,,,
7,2049,,0.49810558557510376,,,,
7,2099,,0.4608555734157562,,,,
7,2149,,0.4994718134403229,,,,
7,2175,,,,0.7498323321342468,0.49617987871170044,0.49617987871170044
7,2175,0.750592827796936,,0.4948134124279022,,,
8,2199,,0.5019326210021973,,,,
8,2249,,0.5078224539756775,,,,
8,2299,,0.47173866629600525,,,,
8,2349,,0.4902302026748657,,,,
8,2399,,0.502143919467926,,,,
8,2447,,,,0.7501006126403809,0.49557456374168396,0.49557456374168396
8,2447,0.751264750957489,,0.4938659965991974,,,
9,2449,,0.48105406761169434,,,,
9,2499,,0.48924121260643005,,,,
9,2549,,0.520115852355957,,,,
9,2599,,0.485057532787323,,,,
9,2649,,0.47212308645248413,,,,
9,2699,,0.4910338521003723,,,,
9,2719,,,,0.7499664425849915,0.49553003907203674,0.49553003907203674
9,2719,0.7510599493980408,,0.49349528551101685,,,
