epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.5767273902893066,,,,
0,99,,0.5487480759620667,,,,
0,149,,0.540942907333374,,,,
0,199,,0.5314176678657532,,,,
0,249,,0.5326347351074219,,,,
0,271,,,,0.7386653423309326,0.5143990516662598,0.5143990516662598
0,271,0.713459312915802,,0.5554092526435852,,,
1,299,,0.4837973415851593,,,,
1,349,,0.5350586175918579,,,,
1,399,,0.5066636800765991,,,,
1,449,,0.4936729669570923,,,,
1,499,,0.5186092257499695,,,,
1,543,,,,0.7448859810829163,0.5036532878875732,0.5036532878875732
1,543,0.7383407354354858,,0.5150031447410583,,,
2,549,,0.5128018260002136,,,,
2,599,,0.5288854837417603,,,,
2,649,,0.5063056945800781,,,,
2,699,,0.4920502305030823,,,,
2,749,,0.4937877058982849,,,,
2,799,,0.48305585980415344,,,,
2,815,,,,0.7479376196861267,0.5003472566604614,0.5003472566604614
2,815,0.743999719619751,,0.5044930577278137,,,
3,849,,0.4912274479866028,,,,
3,899,,0.5000712871551514,,,,
3,949,,0.5018050670623779,,,,
3,999,,0.5055133104324341,,,,
3,1049,,0.4851970076560974,,,,
3,1087,,,,0.7488765716552734,0.4979477822780609,0.4979477822780609
3,1087,0.7477939128875732,,0.49971872568130493,,,
4,1099,,0.4833534359931946,,,,
4,1149,,0.4895978569984436,,,,
4,1199,,0.5211778879165649,,,,
4,1249,,0.5251104235649109,,,,
4,1299,,0.49755337834358215,,,,
4,1349,,0.4755174517631531,,,,
4,1359,,,,0.7483232617378235,0.4973873496055603,0.4973873496055603
4,1359,0.7488394379615784,,0.4970102310180664,,,
5,1399,,0.5141258239746094,,,,
5,1449,,0.5049509406089783,,,,
5,1499,,0.490556925535202,,,,
5,1549,,0.47341251373291016,,,,
5,1599,,0.49976009130477905,,,,
5,1631,,,,0.7491281032562256,0.4966983497142792,0.4966983497142792
5,1631,0.750032365322113,,0.4954112470149994,,,
6,1649,,0.46494415402412415,,,,
6,1699,,0.5059690475463867,,,,
6,1749,,0.47508275508880615,,,,
6,1799,,0.4965864419937134,,,,
6,1849,,0.47263866662979126,,,,
6,1899,,0.5008864402770996,,,,
6,1903,,,,0.7508048415184021,0.49586108326911926,0.49586108326911926
6,1903,0.750998854637146,,0.4941226541996002,,,
7,1949,,0.4999549090862274,,,,
7,1999,,0.509677529335022,,,,
7,2049,,0.49491769075393677,,,,
7,2099,,0.46055084466934204,,,,
7,2149,,0.4974431097507477,,,,
7,2175,,,,0.749731719493866,0.4958561658859253,0.4958561658859253
7,2175,0.7516527771949768,,0.4935023784637451,,,
8,2199,,0.5012555122375488,,,,
8,2249,,0.5059594511985779,,,,
8,2299,,0.46967753767967224,,,,
8,2349,,0.49215367436408997,,,,
8,2399,,0.5028948187828064,,,,
8,2447,,,,0.7506874799728394,0.49535831809043884,0.49535831809043884
8,2447,0.752497136592865,,0.492410272359848,,,
9,2449,,0.47674310207366943,,,,
9,2499,,0.49087369441986084,,,,
9,2549,,0.5177934169769287,,,,
9,2599,,0.4821164011955261,,,,
9,2649,,0.47216475009918213,,,,
9,2699,,0.490701824426651,,,,
9,2719,,,,0.7495473027229309,0.4950851798057556,0.4950851798057556
9,2719,0.7518898844718933,,0.49189484119415283,,,
