epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.08192473649978638,,,,
0,67,,,,0.9853118658065796,0.06370480358600616,0.06370480358600616
0,67,0.9827249050140381,,0.09033066034317017,,,
1,99,,0.06652456521987915,,,,
1,135,,,,0.9853118658065796,0.0632476806640625,0.0632476806640625
1,135,0.9844962358474731,,0.0713174045085907,,,
2,149,,0.07446299493312836,,,,
2,199,,0.07096374034881592,,,,
2,203,,,,0.9853118658065796,0.062133874744176865,0.062133874744176865
2,203,0.9845645427703857,,0.06829135119915009,,,
3,249,,0.05717909336090088,,,,
3,271,,,,0.9853118658065796,0.06142806634306908,0.06142806634306908
3,271,0.9845609664916992,,0.0669647827744484,,,
4,299,,0.06523139774799347,,,,
4,339,,,,0.9853118658065796,0.0624236986041069,0.0624236986041069
4,339,0.9845573306083679,,0.06599514931440353,,,
5,349,,0.0748947337269783,,,,
5,399,,0.06323085725307465,,,,
5,407,,,,0.9853118658065796,0.059963613748550415,0.059963613748550415
5,407,0.9845609664916992,,0.06520655751228333,,,
6,449,,0.07303868234157562,,,,
6,475,,,,0.9853118658065796,0.060030464082956314,0.060030464082956314
6,475,0.9845609664916992,,0.06442528963088989,,,
7,499,,0.05597754940390587,,,,
7,543,,,,0.9853118658065796,0.05989331007003784,0.05989331007003784
7,543,0.9845609664916992,,0.06440234929323196,,,
8,549,,0.06541788578033447,,,,
8,599,,0.0639839917421341,,,,
8,611,,,,0.9853118658065796,0.06021912023425102,0.06021912023425102
8,611,0.9845609664916992,,0.06376341730356216,,,
9,649,,0.0613400861620903,,,,
9,679,,,,0.9853118658065796,0.060861025005578995,0.060861025005578995
9,679,0.9845645427703857,,0.06403251737356186,,,
10,699,,0.055306337773799896,,,,
10,747,,,,0.9853118658065796,0.05937452241778374,0.05937452241778374
10,747,0.9845645427703857,,0.06319636851549149,,,
11,749,,0.05787890404462814,,,,
11,799,,0.06601595133543015,,,,
11,815,,,,0.9853118658065796,0.05943296104669571,0.05943296104669571
11,815,0.9845609664916992,,0.06313485652208328,,,
12,849,,0.056072719395160675,,,,
12,883,,,,0.9853118658065796,0.06059164181351662,0.06059164181351662
12,883,0.9845645427703857,,0.06304425001144409,,,
