epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.028297530487179756,,,,
0,99,,0.0324249304831028,,,,
0,135,,,,0.9939470291137695,0.029081670567393303,0.029081670567393303
0,135,0.9921924471855164,,0.03671654313802719,,,
1,149,,0.019576765596866608,,,,
1,199,,0.0342261977493763,,,,
1,249,,0.020453106611967087,,,,
1,271,,,,0.9939302206039429,0.028536541387438774,0.028536541387438774
1,271,0.9943518042564392,,0.027741199359297752,,,
2,299,,0.024831339716911316,,,,
2,349,,0.024069741368293762,,,,
2,399,,0.02367863990366459,,,,
2,407,,,,0.9939470291137695,0.028573142364621162,0.028573142364621162
2,407,0.9943661689758301,,0.0271438080817461,,,
3,449,,0.02262776717543602,,,,
3,499,,0.02913787215948105,,,,
3,543,,,,0.9939470291137695,0.028469732031226158,0.028469732031226158
3,543,0.9943805932998657,,0.0269918330013752,,,
