epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.5026620030403137,,,,
0,99,,0.5035427808761597,,,,
0,135,,,,0.7474513649940491,0.5034886002540588,0.5034886002540588
0,135,0.7306086421012878,,0.5354138016700745,,,
1,149,,0.49966371059417725,,,,
1,199,,0.5009443759918213,,,,
1,249,,0.4959997534751892,,,,
1,271,,,,0.7473675608634949,0.5002586245536804,0.5002586245536804
1,271,0.746996283531189,,0.5034623742103577,,,
2,299,,0.5071901082992554,,,,
2,349,,0.5064041614532471,,,,
2,399,,0.49499666690826416,,,,
2,407,,,,0.7460261583328247,0.5022821426391602,0.5022821426391602
2,407,0.7484765648841858,,0.5005136728286743,,,
3,449,,0.48898157477378845,,,,
3,499,,0.49531930685043335,,,,
3,543,,,,0.7483400106430054,0.49851641058921814,0.49851641058921814
3,543,0.7492993474006653,,0.49929171800613403,,,
4,549,,0.4862763285636902,,,,
4,599,,0.5062602162361145,,,,
4,649,,0.5080465078353882,,,,
4,679,,,,0.7504695057868958,0.4996419847011566,0.4996419847011566
4,679,0.7497951984405518,,0.49783119559288025,,,
5,699,,0.5083080530166626,,,,
5,749,,0.49874094128608704,,,,
5,799,,0.5102343559265137,,,,
5,815,,,,0.7497149705886841,0.4976348578929901,0.4976348578929901
5,815,0.75040602684021,,0.49765631556510925,,,
6,849,,0.4998842477798462,,,,
6,899,,0.4812473952770233,,,,
6,949,,0.500830888748169,,,,
6,951,,,,0.7468309998512268,0.49875491857528687,0.49875491857528687
6,951,0.750053882598877,,0.4972548484802246,,,
