epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.6555104851722717,,,,
0,67,,,,0.704460084438324,0.5681575536727905,0.5681575536727905
0,67,0.6077464818954468,,0.799107551574707,,,
1,99,,0.6132020950317383,,,,
1,135,,,,0.7232394218444824,0.540929913520813,0.540929913520813
1,135,0.6782624125480652,,0.6027191877365112,,,
2,149,,0.5670191049575806,,,,
2,199,,0.5649935603141785,,,,
2,203,,,,0.7319416403770447,0.5265864133834839,0.5265864133834839
2,203,0.7028564214706421,,0.5693038702011108,,,
3,249,,0.5530867576599121,,,,
3,271,,,,0.7387491464614868,0.5174901485443115,0.5174901485443115
3,271,0.7159385085105896,,0.550578236579895,,,
4,299,,0.5418757200241089,,,,
4,339,,,,0.7413816452026367,0.5127895474433899,0.5127895474433899
4,339,0.7246981859207153,,0.5392229557037354,,,
5,349,,0.5333564281463623,,,,
5,399,,0.5219838619232178,,,,
5,407,,,,0.7422870397567749,0.5090516805648804,0.5090516805648804
5,407,0.7324087619781494,,0.530212938785553,,,
6,449,,0.5312773585319519,,,,
6,475,,,,0.7434104681015015,0.5075464248657227,0.5075464248657227
6,475,0.7345537543296814,,0.5258793234825134,,,
7,499,,0.532026469707489,,,,
7,543,,,,0.7445841431617737,0.5062509775161743,0.5062509775161743
7,543,0.7370149493217468,,0.5223857164382935,,,
8,549,,0.5201455354690552,,,,
8,599,,0.5089486837387085,,,,
8,611,,,,0.7447183132171631,0.5053381323814392,0.5053381323814392
8,611,0.7391707301139832,,0.519779622554779,,,
9,649,,0.519632875919342,,,,
9,679,,,,0.7450200915336609,0.5044921040534973,0.5044921040534973
9,679,0.7396162748336792,,0.5177080035209656,,,
