epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.5066053867340088,,,,
0,67,,,,0.7427229881286621,0.5083764791488647,0.5083764791488647
0,67,0.693586528301239,,0.6670801043510437,,,
1,99,,0.515779972076416,,,,
1,135,,,,0.7427901029586792,0.5042787194252014,0.5042787194252014
1,135,0.7417936325073242,,0.5094158053398132,,,
2,149,,0.5150275230407715,,,,
2,199,,0.5152924060821533,,,,
2,203,,,,0.7482729554176331,0.49958333373069763,0.49958333373069763
2,203,0.7460692524909973,,0.5036457777023315,,,
3,249,,0.5061790347099304,,,,
3,271,,,,0.7481555938720703,0.4995529353618622,0.4995529353618622
3,271,0.7468633055686951,,0.5014073848724365,,,
4,299,,0.49589651823043823,,,,
4,339,,,,0.7482059001922607,0.4996872842311859,0.4996872842311859
4,339,0.7485484480857849,,0.4994668960571289,,,
5,349,,0.4861241579055786,,,,
5,399,,0.48896604776382446,,,,
5,407,,,,0.7495473027229309,0.4974278509616852,0.4974278509616852
5,407,0.7495436668395996,,0.4977676272392273,,,
6,449,,0.5058393478393555,,,,
6,475,,,,0.75,0.4962384104728699,0.4962384104728699
6,475,0.7498850226402283,,0.49699923396110535,,,
7,499,,0.48799335956573486,,,,
7,543,,,,0.7486082911491394,0.49943599104881287,0.49943599104881287
7,543,0.7506000399589539,,0.49634671211242676,,,
8,549,,0.48433390259742737,,,,
8,599,,0.4957892894744873,,,,
8,611,,,,0.7503856420516968,0.4970254600048065,0.4970254600048065
8,611,0.7510024309158325,,0.4955437481403351,,,
9,649,,0.5008667707443237,,,,
9,679,,,,0.7495304942131042,0.495949387550354,0.495949387550354
9,679,0.7514371871948242,,0.4945260286331177,,,
