epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.09100014716386795,,,,
0,99,,0.10381025075912476,,,,
0,135,,,,0.9853118658065796,0.07033402472734451,0.07033402472734451
0,135,0.9597010612487793,,0.14945383369922638,,,
1,149,,0.09075252711772919,,,,
1,199,,0.07391035556793213,,,,
1,249,,0.09152014553546906,,,,
1,271,,,,0.9853118658065796,0.0650012195110321,0.0650012195110321
1,271,0.9835872650146484,,0.08341552317142487,,,
2,299,,0.07854852080345154,,,,
2,349,,0.089700847864151,,,,
2,399,,0.08033876866102219,,,,
2,407,,,,0.9853118658065796,0.06373932957649231,0.06373932957649231
2,407,0.9839429259300232,,0.07721394300460815,,,
3,449,,0.06862758845090866,,,,
3,499,,0.0656898096203804,,,,
3,543,,,,0.9853118658065796,0.06278258562088013,0.06278258562088013
3,543,0.9841585159301758,,0.07381963729858398,,,
4,549,,0.0638090968132019,,,,
4,599,,0.06665132194757462,,,,
4,649,,0.06218023970723152,,,,
4,679,,,,0.9853118658065796,0.06243313476443291,0.06243313476443291
4,679,0.9843022227287292,,0.07166086137294769,,,
5,699,,0.05783695727586746,,,,
5,749,,0.06709133833646774,,,,
5,799,,0.06517316401004791,,,,
5,815,,,,0.9852951169013977,0.061910178512334824,0.061910178512334824
5,815,0.9844387769699097,,0.07006821781396866,,,
6,849,,0.0708419531583786,,,,
6,899,,0.0768890306353569,,,,
6,949,,0.050721533596515656,,,,
6,951,,,,0.9852951169013977,0.06220773234963417,0.06220773234963417
6,951,0.9844423532485962,,0.06920240819454193,,,
7,999,,0.06584963202476501,,,,
7,1049,,0.059973131865262985,,,,
7,1087,,,,0.9852951169013977,0.06192445755004883,0.06192445755004883
7,1087,0.9844962358474731,,0.06828140467405319,,,
