epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.03430112823843956,,,,
0,99,,0.044812820851802826,,,,
0,149,,0.03494706004858017,,,,
0,199,,0.019233781844377518,,,,
0,249,,0.029282299801707268,,,,
0,271,,,,0.9939470291137695,0.028812944889068604,0.028812944889068604
0,271,0.9915277361869812,,0.03433934599161148,,,
1,299,,0.020805224776268005,,,,
1,349,,0.02264789678156376,,,,
1,399,,0.026031117886304855,,,,
1,449,,0.027838684618473053,,,,
1,499,,0.047410763800144196,,,,
1,543,,,,0.9939470291137695,0.028565090149641037,0.028565090149641037
1,543,0.9943805932998657,,0.027136551216244698,,,
2,549,,0.04138776287436485,,,,
2,599,,0.03259483724832535,,,,
2,649,,0.021123003214597702,,,,
2,699,,0.02727428451180458,,,,
2,749,,0.008813785389065742,,,,
2,799,,0.028568487614393234,,,,
2,815,,,,0.9939470291137695,0.02985883504152298,0.02985883504152298
2,815,0.9943805932998657,,0.026530198752880096,,,
3,849,,0.016939422115683556,,,,
3,899,,0.01768043264746666,,,,
3,949,,0.023767368867993355,,,,
3,999,,0.02000640518963337,,,,
3,1049,,0.025163020938634872,,,,
3,1087,,,,0.9939470291137695,0.028374549001455307,0.028374549001455307
3,1087,0.9943877458572388,,0.026345474645495415,,,
